U_S_R_I,HISTO_0,HISTO_11,HISTO_12,HISTO_21,HISTO_22,HISTO_23,HISTO_24,HISTO_31,HISTO_41,HISTO_42,HISTO_43,HISTO_52,HISTO_71,HISTO_81,HISTO_82,HISTO_90,HISTO_95
14_089,"0","444639","0","39286","38490","10838","1385","301533","12","15","8","143238","26519","46190","739727","6592","17766"
14_090,"0","7296","0","19505","11448","3079","383","162024","209","1","90","1342359","92064","2443","154340","13204","7968"
14_092,"437000","5988","0","44005","61070","31690","6428","65555","8","70","32","230161","27906","50348","841411","11964","2776"
14_093,"31379","23423","0","57957","59591","43290","11760","548956","114","19","94","555440","63725","7734","359342","42739","10672"
14_094,"0","96","0","7311","4724","2247","1125","173133","0","0","0","1597732","29957","0","0","41","44"
14_095,"0","8828","0","28968","2981","300","16","860","3566","1406312","11754","334700","16287","0","0","560","1110"
14_096,"0","194087","117","7127","3271","813","76","78912","3965","282879","684","1083513","100010","18","0","16027","44756"
14_097,"0","17940","0","65716","14510","7360","1827","1473","37098","333991","72980","881484","363767","3369","41","7929","6928"
14_098,"0","47616","0","182679","127064","117852","30551","7607","82775","510956","29599","346231","327182","395","981","3817","945"
14_099,"1005162","595405","0","902","763","408","140","6781","17","798","4588","185644","15479","72","0","38","46"
14_103,"0","16363","0","81504","19444","8705","712","11134","62","50928","105762","1181813","237670","67544","29317","1871","3404"
14_104,"0","919","0","100341","86433","45306","5112","3139","41","190420","13557","1256877","106298","96","669","5222","1973"
14_105,"15418","185130","0","146992","181159","217049","47634","3485","37","46884","35809","821832","85278","4257","7445","9826","8181"
14_106,"0","3988","0","64283","2855","381","28","33226","612","109113","72904","1117729","378670","2514","228","5965","23919"
14_107,"0","1542","0","71459","45883","49073","8034","75906","66","218018","42755","880873","400463","3799","8989","1337","8213"
14_108,"0","1434","0","36289","9552","3515","315","1063","62","447629","98077","576458","417270","4638","198592","18432","3104"
14_109,"0","0","0","8192","748","2","0","303","0","2079","0","1775148","29928","0","0","7","6"
14_110,"0","24326","0","27730","7537","1604","244","68","23554","288563","24088","773073","642272","56","15","260","3023"
14_111,"0","2711","0","61747","10713","2997","839","5644","198","352974","24752","1289665","52194","13","762","8848","2355"
14_112,"0","1194","0","87265","26723","11653","2203","29817","157","243222","13894","1379233","12714","37","951","6187","1164"
14_114,"0","587","0","51683","23803","12314","1210","470","14","154938","103940","917780","392005","10027","122213","5037","20213"
14_116,"0","3679","399","11975","6428","1872","139","177815","58","94934","180","1319609","155663","1603","1320","21200","19538"
14_117,"0","5692","34","7426","1631","196","7","69079","27274","844411","22661","509605","313347","1090","6560","4612","2789"
14_118,"0","63","0","40514","2431","421","31","4297","69","485755","51918","1111652","104558","2666","1076","7454","3508"
14_119,"0","15004","0","146992","95360","96284","8981","3089","162","46633","45127","1062340","241379","9381","29889","11336","4452"
14_120,"367416","279805","0","68401","65000","72136","18328","3726","64","14716","16079","572615","287441","9137","12075","19703","9769"
14_122,"0","6029","0","112212","28823","8091","514","939","39","46662","45244","1396460","135196","1920","868","12411","21004"
14_123,"0","21339","0","53679","15864","9211","1127","9911","39","105461","223112","387520","861118","2254","95313","13545","16921"
14_124,"0","0","0","3014","3397","1109","111","533143","135","97014","2150","1065534","96657","0","0","13158","820"
14_125,"0","7059","0","132940","25011","10734","1824","13798","0","29","0","126059","1030934","4624","461109","1767","527"
14_126,"0","1517","0","42690","3520","808","59","20664","139","161719","22949","1331668","203321","16487","306","3139","7263"
14_128,"0","10","0","6046","672","38","2","354","2129","215370","2390","1280769","305364","508","0","1056","1705"
14_129,"0","5166","0","114438","201756","176744","24843","2510","241","343446","26449","785014","104141","3399","4796","20477","2821"
14_130,"0","13911","0","139330","49404","18011","2375","38380","562","317064","46734","1037632","146529","188","187","2164","3772"
14_132,"0","4794","28","8352","856","60","87","37729","1903","942383","4881","444729","364617","0","0","2345","3655"
14_133,"0","13692","0","99027","61704","52809","5342","1990","59","40204","82955","1053912","320157","69518","2894","3180","8956"
14_134,"0","69","0","60297","4232","847","142","6510","5","62862","25162","668766","863663","19759","97081","3220","3799"
14_135,"837525","701153","0","0","9","16","1","31","0","1654","1965","268447","5558","1","0","27","25"
14_136,"0","60775","0","86036","36843","28174","1680","3595","15","183096","169861","1000677","225322","2487","7329","4599","5707"
14_137,"732911","648","0","47161","4865","674","80","49966","3","16341","8713","792260","143279","124","1385","6693","11308"
14_138,"0","2574","0","101845","19665","9934","1144","9401","18","131753","76235","612409","733084","3337","93857","6788","14190"
14_139,"0","0","0","3612","3324","899","28","315945","0","301","7","1414116","74277","0","0","3576","327"
14_140,"0","21","0","84973","2347","234","90","25100","0","2572","21257","362440","1295347","1073","14976","1040","4923"
14_141,"0","397","0","17829","912","136","22","155","47448","496178","25347","519860","695587","58","7280","1873","3333"
14_145,"0","8386","0","92852","70471","126397","26178","10577","0","19","0","62946","353680","3190","1053253","7099","1366"
14_147,"0","3876","0","71929","43087","55609","10953","6320","1189","5973","346","31892","379031","4317","1200435","517","941"
14_148,"0","15498","0","30611","17526","7041","1746","3949","54","1","0","143","67088","1611","1507146","23455","140374"
14_149,"0","6464","0","55778","45580","29683","5490","3906","0","0","0","1761","158398","27857","1345298","3727","132473"
14_150,"0","7462","0","48596","59668","17777","2042","138438","7","31","45","282195","131778","63751","1048762","10680","5005"
14_151,"0","21195","0","14491","1982","179","3","3002","277","517530","649","844569","262705","42853","44025","6680","56094"
14_153,"0","43810","0","95455","56944","35630","7993","5537","83097","590448","31725","399621","459675","9","3475","2132","869"
14_154,"0","22699","257","14843","10412","4577","916","73290","6877","474837","5695","1116232","39544","0","0","17641","28581"
14_155,"0","20246","0","65740","82830","122432","39752","5145","2","134","15563","54492","293807","4581","1081822","13160","16527"
14_156,"0","22943","0","11091","767","152","22","1225","467","843432","1061","406228","527293","0","39","1272","253"
14_157,"0","52251","0","47299","21090","7271","1858","1433","70171","333110","50082","514309","690298","8051","17236","1378","402"
14_158,"0","14653","0","30882","8238","1424","348","96","89","814654","288","645003","138370","4599","35483","4214","118084"
14_159,"0","32638","0","67100","32055","20161","5408","9300","34227","22918","3758","147110","349777","2871","1019919","15291","53885"
14_160,"0","5935","0","62693","1428","285","69","1749","72974","588294","199966","738366","98900","42503","0","2565","517"
14_161,"0","207","0","22007","1437","103","7","5","11858","576823","1719","858361","334988","173","0","3299","5265"
14_162,"0","1416","0","9692","7227","689","179","100502","0","310","1","931590","645988","16789","58064","32242","11720"
14_163,"0","21357","0","131919","54796","39826","11016","5128","32821","110214","56427","702872","519003","72436","5370","27869","25191"
14_164,"0","3190","2072","70948","3075","974","635","11456","20467","1041806","37928","538078","84958","0","0","725","108"
14_165,"0","173164","0","12436","1459","138","98","252929","742","544590","1366","493755","158528","84969","22267","7841","62127"
14_166,"0","59132","0","33985","14796","3171","850","5796","49","188982","0","489193","95137","235453","590004","4048","95816"
14_167,"0","4441","0","88729","2730","676","121","2799","8919","1296187","37286","287061","86478","323","1","463","209"
14_168,"0","12250","0","13989","6548","1092","129","12898","6166","839437","4691","406852","244074","71287","180434","3640","12753"
14_169,"0","8237","7888","34768","25167","8012","1195","122717","8697","1228418","11329","245472","79268","8716","12537","7150","6848"
14_170,"0","47961","2","6523","2616","562","42","38548","5589","474499","428","1070261","107985","1616","36","14999","44761"
14_171,"0","13015","0","33093","27930","12928","2455","9232","0","0","0","76","100203","2782","1577119","3483","33927"
14_172,"0","439294","0","215503","196684","256324","99086","2244","730","37358","230873","131051","169058","0","4265","2496","31278"
14_173,"0","94828","0","22371","1442","447","188","607","0","252834","210270","866248","319138","979","24378","6760","15772"
14_174,"0","5249","0","77306","3019","640","126","2682","6463","1209623","27189","411406","72212","193","1","222","92"
14_175,"0","5596","7888","23776","19741","5260","680","106871","1789","1106881","1994","356516","102128","9154","40411","5748","21986"
14_176,"0","88511","0","17434","3836","365","54","1673","0","191122","0","1001287","397236","7318","96319","1015","10243"
14_177,"0","1519","0","5119","2528","300","19","75061","1033","469819","2647","1007421","67293","45624","43535","13244","81244"
14_178,"0","8212","0","72131","4293","1132","173","10096","105630","1012209","114592","275756","209090","45","160","1779","1088"
14_179,"0","3477","0","48961","8941","7586","3068","7214","4220","41417","24645","804314","796970","18543","36229","5047","5772"
14_180,"0","3540","0","26078","2429","1202","865","188","1605","1436982","688","257217","54559","0","0","10617","20455"
14_181,"0","4586","0","19897","1481","210","44","9","343","1155468","1925","561619","22090","22129","338","3339","22940"
14_182,"64446","183568","0","72585","3401","601","60","3439","44231","1054484","69519","230516","77488","835","43","6128","4904"
14_183,"0","187288","0","98621","22660","5343","1781","7146","13161","237679","89374","915268","189815","10702","18919","7204","11272"
14_184,"0","16022","0","96627","18987","5792","1800","94","95955","1200544","87754","185054","107353","0","0","293","154"
14_185,"0","22766","0","28883","1160","242","29","32","20332","1553496","40379","140989","7793","0","0","201","123"
14_186,"0","9363","0","136367","83759","78210","14622","1302","19571","374960","99998","307036","535990","33972","99952","9725","11589"
14_187,"0","11823","0","62077","35693","45425","13132","8552","117","3955","5281","75854","226075","5524","1317080","2775","2710"
14_188,"0","27264","13","27507","3096","372","40","45839","1999","1032920","7311","343026","322937","0","0","1448","2658"
14_189,"0","11551","0","135562","131201","224023","47628","694","1190","328389","419778","279336","209634","1530","19478","3311","2939"
14_190,"0","68922","0","37869","12149","4029","1649","2227","99510","136243","70603","481664","817861","14116","66647","2224","706"
14_191,"0","24126","0","42803","7571","1871","265","1190","42895","245296","5362","242816","1003672","3376","187099","4575","3495"
14_192,"0","218","0","15651","2418","187","4","33861","1685","300023","567","1355115","46040","24833","6144","2643","26865"
14_193,"489632","315351","0","31821","4389","1496","177","625","24357","558702","83632","245131","49239","18","2542","4966","4167"
14_194,"174899","254057","0","115498","40974","32366","5204","2627","884","818423","226639","85236","46444","1222","6668","3339","1945"
